timestamp,tweet_text,username,followers_count 
2020-06-02 18:45:30,"b'@NewsroomPostCom @RahulGandhi @narendramodi Bjp funded channel. Don\xe2\x80\x99t give that 0.58 percent in favor of RG. All knows about you,'",b'shafi88INC',74
2020-06-02 18:44:55,b'@nrajabpcl @KSMANN @ArunDeshpande20 @swetamishraa @Anil_J_INDIA @Dr_MR_Satapathy @Anju1951Purohit @chitranayal09 @narendramodi @majorgauravarya @desertfox61I @SoniaGurnani19 @ParasKGhelani @shitul905 @LevinaNeythiri @savitha_rao @MajorPoonia @sangitaRchopra @Richa_Anand73 @ModiBrigade_Ind @dhaval8456 @lakshmianand96 @OnlineRajan__ @Hamara_Desh @Ramesh_BJP @GauravModified @NationalistIn14 @meenakshisharan @aprnh19 @namoArunima @Pankaj_NaMo @0mNam0 @pn906 @drrajinder1984 @AbhinandanKaul @Bobbyamit76 @mahendra3 @rajagopalan8 @naturaize @dauntingsh @SortedEagle @Sowmiya07939778 @mohana5121966 @anilp68 @Manishapangark1 @Stuti8220 @tmmenon @souindia @Wangchuk66 @InstantKarmaaa Perfect reply',b'nair_hena',2883
2020-06-02 18:43:28,"b""@adeshguptabjp @KapilMishra_IND @BJP4Delhi @narendramodi @JPNadda @AmitShah @blsanthosh @ShyamSJaju @BJP4India Congratulations sir \xf0\x9f\x99\x8f  Don't know much about you but am sure your will be far far better than tiwari ji, wish bjp has done this change before delhi assembly election.""",b'sethisahab_',4558
2020-06-02 18:41:44,b'@vivek3837 @nrajabpcl @nair_hena @ArunDeshpande20 @swetamishraa @Anil_J_INDIA @Dr_MR_Satapathy @Anju1951Purohit @chitranayal09 @narendramodi @majorgauravarya @desertfox61I @SoniaGurnani19 @ParasKGhelani @shitul905 @LevinaNeythiri @savitha_rao @MajorPoonia @sangitaRchopra @Richa_Anand73 @ModiBrigade_Ind @dhaval8456 @lakshmianand96 @OnlineRajan__ @Hamara_Desh @Ramesh_BJP @GauravModified @NationalistIn14 @meenakshisharan @aprnh19 @namoArunima @Pankaj_NaMo @0mNam0 @pn906 @drrajinder1984 @AbhinandanKaul @Bobbyamit76 @mahendra3 @rajagopalan8 @naturaize @dauntingsh @SortedEagle @Sowmiya07939778 @mohana5121966 @anilp68 @Manishapangark1 @Stuti8220 @tmmenon @souindia @Wangchuk66 Perfect discription . Dont tell this to any dog they will feel insulted . They are loyal he is a back stabber.',b'KSMANN',1984
2020-06-02 18:41:15,"b'@hollywoodcurry @ashoswai @narendramodi @vijai63 @overseas_bjp @DrSJaishankar Relax dear, its political system all over world. This decide foreign policy of a nation.'",b'RamDineshSingh2',2
2020-06-02 18:39:41,b'@adeshguptabjp @BJP4Delhi @narendramodi @JPNadda @AmitShah @blsanthosh @ShyamSJaju @BJP4India You are a ground level worker and under your leadership BJP Delhi unit will become stronger and win all upcoming elections. \xf0\x9f\x99\x8f',b'raahulgupta12',565
2020-06-02 18:39:37,b'@adeshguptabjp @BJP4Delhi @narendramodi @JPNadda @AmitShah @blsanthosh @ShyamSJaju @BJP4India Congratulations',b'Amit_Thakur_BJP',311
2020-06-02 18:35:42,b'@adeshguptabjp @BJP4Delhi @narendramodi @JPNadda @AmitShah @blsanthosh @ShyamSJaju @BJP4India Sir we hope BJP will win future elections avoiding all the clashes within party itself.',b'devgoldy1',16
2020-06-02 18:33:25,"b'@SanatanArtist @narendramodi Their target is hindu not bjp.   Unfortunately, bjp support hindus and whereas selfish hindus are unable to unite and unable comprehend the real threat to their dharma is jihadi radicals.'",b'chOdharychachA',36
2020-06-02 18:33:22,"b'@AshwiniBJP @MajorPoonia @KapilMishra_IND @aniljaindr @dr_satyapal @DrJitendraSingh @vinay1011 @dr_maheshsharma @AmitShah @narendramodi @PMOIndia Sir, you are BJP spokesperson. Why can\xe2\x80\x99t it just be done? Totally agree - all three are desperately needed and central Government need to do it.'",b'Pushkar_ADL',32
2020-06-02 18:31:49,"b""@PMOIndia @narendramodi Please help them.....Conversation and fight between BJP and Congress over routine news channels won't help those poor people in any way and they have lost their daily wages of minimum rs500 per day. How would they manage with Rs500 per month?""",b'EasyTips8',34
2020-06-02 18:31:01,b'Big breaking -   US president @realDonaldTrump invites @PMOIndia shri @narendramodi ji for G7 meet!   @AmitShah @JPNadda @DrSatishPoonia @chaturvediarun1 @AnilaSingh_BJP @amrita4bjp @VanitaJaiman @ipriyachaudhary',b'Ch_Rahul29',2129
2020-06-02 18:30:44,"b""@AshwiniBJP @MajorPoonia @KapilMishra_IND @aniljaindr @dr_satyapal @DrJitendraSingh @vinay1011 @dr_maheshsharma @AmitShah @narendramodi @PMOIndia Police reforms is utmost important &amp; necessary. I think bjp govt can do it. India is still following the 1868 police act. It's time to take some revolutionary step.""",b'SKumarMahapatr1',73
2020-06-02 18:27:38,b'@ArunDeshpande20 @nrajabpcl @nair_hena @swetamishraa @Anil_J_INDIA @Dr_MR_Satapathy @Anju1951Purohit @chitranayal09 @narendramodi @majorgauravarya @desertfox61I @SoniaGurnani19 @ParasKGhelani @shitul905 @LevinaNeythiri @savitha_rao @MajorPoonia @sangitaRchopra @Richa_Anand73 @ModiBrigade_Ind @dhaval8456 @lakshmianand96 @OnlineRajan__ @Hamara_Desh @Ramesh_BJP @GauravModified @NationalistIn14 @meenakshisharan @aprnh19 @namoArunima @Pankaj_NaMo @0mNam0 @pn906 @drrajinder1984 @AbhinandanKaul @Bobbyamit76 @mahendra3 @rajagopalan8 @naturaize @dauntingsh @SortedEagle @Sowmiya07939778 @mohana5121966 @anilp68 @Manishapangark1 @Stuti8220 @tmmenon @souindia @Wangchuk66 @InstantKarmaaa I wish he had got one . It not only stings but it keeps stinging for your whole life - a slap in public',b'KSMANN',1984
2020-06-02 18:27:00,b'@nrajabpcl @KSMANN @nair_hena @ArunDeshpande20 @swetamishraa @Anil_J_INDIA @Dr_MR_Satapathy @Anju1951Purohit @chitranayal09 @narendramodi @majorgauravarya @desertfox61I @SoniaGurnani19 @ParasKGhelani @shitul905 @LevinaNeythiri @savitha_rao @MajorPoonia @sangitaRchopra @Richa_Anand73 @ModiBrigade_Ind @dhaval8456 @lakshmianand96 @OnlineRajan__ @Hamara_Desh @Ramesh_BJP @GauravModified @NationalistIn14 @meenakshisharan @aprnh19 @namoArunima @Pankaj_NaMo @0mNam0 @pn906 @drrajinder1984 @AbhinandanKaul @Bobbyamit76 @mahendra3 @rajagopalan8 @naturaize @dauntingsh @SortedEagle @Sowmiya07939778 @mohana5121966 @anilp68 @Manishapangark1 @Stuti8220 @tmmenon @souindia @Wangchuk66 Rajdeep is a Dalal and Chinese dog \xf0\x9f\x90\x95',b'vivek3837',11
2020-06-02 18:24:31,b'@rishibanka4 @narendramodi Not only bjp. AP All Parties Are against this.  So all parties combined to Amarvathi JAC formed',b'Hari92923369',5
2020-06-02 18:21:58,b'@Hari92923369 @narendramodi Even bjp is against the bill',b'rishibanka4',4
2020-06-02 18:21:50,b'@Arunaurs @SabinaBasha @narendramodi Bang on. The same upper caste that benefitted from INC from 1947 onwards deserted it and moved to BJP post-Mandal Commission Report so as to preserve its capital and privileges. That in a nutshell is Indias story post 1989. We are seeing the wreckage of this shift all around now.',b'Kodungolan737',4023
2020-06-02 18:21:15,b'@JPNadda @narendramodi Sir today in Odisha important BJP leader jaganath pradhan regin from BJP because BJP president of Odisha choose BJD leader not BJP I hope you must be interfair.',b'rajibsahu123456',2
2020-06-02 18:20:38,"b""@samant_uday sir don't worry we are with you.....we will put cyclone in BJP people holes......we support you @narendramodi @RajThackeray @samant_uday""",b'Abhijee23806471',8
2020-06-02 18:19:56,b'@CTRavi_BJP @narendramodi Its international article SBI given 1 Billion USD and now corona affect what modi given for common man. https://t.co/EUID1nexho',b'Abhishekpostou1',2
2020-06-02 18:19:49,b'@RMCpost @HardeepSPuri @narendramodi This ghuchiyas suffer from inferiority complex and are ever ready to bend before brothelwoodiyas for recognition. Thooka Hua Chatna koi BJP walon se seekhe.',b'satyanash',246
2020-06-02 18:19:05,b'@avraj1008 @narendramodi @realDonaldTrump Bogus stop nonsense u r BJP  dog',b'Mdakbar70604091',16
2020-06-02 18:19:04,b'@ArunDeshpande20 @dinbag @nrajabpcl @KSMANN @nair_hena @swetamishraa @Anil_J_INDIA @Dr_MR_Satapathy @Anju1951Purohit @chitranayal09 @narendramodi @majorgauravarya @desertfox61I @SoniaGurnani19 @ParasKGhelani @shitul905 @LevinaNeythiri @savitha_rao @MajorPoonia @sangitaRchopra @Richa_Anand73 @ModiBrigade_Ind @dhaval8456 @lakshmianand96 @OnlineRajan__ @Hamara_Desh @Ramesh_BJP @GauravModified @NationalistIn14 @meenakshisharan @aprnh19 @namoArunima @Pankaj_NaMo @0mNam0 @pn906 @drrajinder1984 @AbhinandanKaul @Bobbyamit76 @mahendra3 @rajagopalan8 @naturaize @dauntingsh @SortedEagle @Sowmiya07939778 @mohana5121966 @anilp68 @Manishapangark1 @Stuti8220 @tmmenon @souindia Doubt pay cheques... These countries might have some material against them like you know what ... Maybe it is blackmail ... Otherwise no Indian stoops to this sycophancy levels ..',b'rjvraina',775
2020-06-02 18:18:35,"b'@CTRavi_BJP @narendramodi What BJP and adani group created violence in new Zealand, this also deal with after coal India stopped and new coal mine given to adani through our PM https://t.co/sOAhAGwJwt'",b'Abhishekpostou1',2
2020-06-02 18:18:34,b'@KSMANN @nrajabpcl @nair_hena @swetamishraa @Anil_J_INDIA @Dr_MR_Satapathy @Anju1951Purohit @chitranayal09 @narendramodi @majorgauravarya @desertfox61I @SoniaGurnani19 @ParasKGhelani @shitul905 @LevinaNeythiri @savitha_rao @MajorPoonia @sangitaRchopra @Richa_Anand73 @ModiBrigade_Ind @dhaval8456 @lakshmianand96 @OnlineRajan__ @Hamara_Desh @Ramesh_BJP @GauravModified @NationalistIn14 @meenakshisharan @aprnh19 @namoArunima @Pankaj_NaMo @0mNam0 @pn906 @drrajinder1984 @AbhinandanKaul @Bobbyamit76 @mahendra3 @rajagopalan8 @naturaize @dauntingsh @SortedEagle @Sowmiya07939778 @mohana5121966 @anilp68 @Manishapangark1 @Stuti8220 @tmmenon @souindia @Wangchuk66 @InstantKarmaaa In this interview with the then CM Modi; he was short of receiving a slap the way he was provoking Modiji. https://t.co/0iWTCYIinU',b'ArunDeshpande20',1583
2020-06-02 18:17:14,"b""@NATRAJSHETTY @pillairr @narendramodi @Swamy39 @Swamy But why modiji is ignoring Swamyji. He's a gem. All the hindutva bjp speaks of is actually the sheer hardwork of Swamyji. Why modiji is against him I don't understand.""",b'Paridhi35394563',117
2020-06-02 18:17:05,"b""Joe Biden: China's Puppet. @realDonaldTrump @POTUS @narendramodi @PMOIndia @netanyahu @IsraeliPM @WhiteHouse @TeamTrump @GOP @SenateGOP @HouseGOP @USAGov @usairforce @USArmy @USNavy @SecPompeo @EsperDoD @USAmbIndia @USAmbBangladesh #TeamTrump #BJP #KAG2020 https://t.co/8Bis6zDksE""",b'MusfiqurDr',209
2020-06-02 18:16:56,"b'@CTRavi_BJP @narendramodi Australia and adani coal deal, why coal India supreesed and given to pvt sectors, why not coal India purchase and distribute to industry for nominal price. Few more pic to see https://t.co/JJekGaAYc5'",b'Abhishekpostou1',2
2020-06-02 18:12:10,"b""Respected All' @narendramodi @DrMohanBhagwat Bengal BJP Organization Team is Supposed by Hindus..... My suggestion no Supposed Hindus........  Proofs no Hindu face' in new Org committee in Bengal. Be Careful...... @JPNadda  @KGopalRSS  @RSSorg Mera Desh Mohan Hai \xf0\x9f\x99\x8f\xf0\x9f\x87\xae\xf0\x9f\x87\xb3""",b'DipakMo1973',18
2020-06-02 18:11:40,b'@TVAnchorvarsha @YourAnshuThakur @narendramodi @yadavakhilesh @JyotiSocialist @KiranYa37047307 @secular_arrow @yogita_singh13 @Anuragyadav2121 @ishayad50262285 @pooja_sharma706 @PoonamY12882057 You are anti bjp  Am I right',b'Ak12326016731',62
2020-06-02 18:11:34,"b'@ThePratikKoko @narendramodi A good leadership is always capable of roping in cooperation from the opposition and the opposition is the same here at MAHA, i.e. BJP. CM of WB failed miserably on this account and the poor people are unnecessarily bleeding. \xe0\xa6\xa4\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\xa3 \xe0\xa6\xa8\xe0\xa6\xaf\xe0\xa6\xbc\xe0\xa5\xa4 \xe0\xa6\xaa\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xa4\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\xa3 \xe0\xa6\x9a\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa5\xa4'",b'DebnathBasu2',87
2020-06-02 18:10:22,"b'@GauravPandhi @narendramodi Rahul Gandhi is a highly competent compaigner and has had the highest success rate in ensuring the victory of BJP! You are an asset to BJP, Rahul Gandhi...'",b'prabhatisb',2740
2020-06-02 18:09:45,b'@GauravPandhi @narendramodi mere speaking for BJP workers do not help PM Modi',b'pradipB27643686',0
2020-06-02 18:09:20,"b""@HarshTribhuvan @MahaCyber1 @YuvrajSambhaji @AmitShah @narendramodi @abpmajhatv @ABPNews @JaiMaharashtraN @bbcnewsmarathi @jogalshailaja @Marathi_Rash @PoulAyodhya @Chh_Udayanraje Modi la dokyavar chadhun thevlay mag himmat karnarch he lok Shame on you BJP's andhbhakta \xf0\x9f\x98\xa0""",b'RishabhS021189',2
2020-06-02 18:08:40,b'@ArunDeshpande20 @nrajabpcl @nair_hena @swetamishraa @Anil_J_INDIA @Dr_MR_Satapathy @Anju1951Purohit @chitranayal09 @narendramodi @majorgauravarya @desertfox61I @SoniaGurnani19 @ParasKGhelani @shitul905 @LevinaNeythiri @savitha_rao @MajorPoonia @sangitaRchopra @Richa_Anand73 @ModiBrigade_Ind @dhaval8456 @lakshmianand96 @OnlineRajan__ @Hamara_Desh @Ramesh_BJP @GauravModified @NationalistIn14 @meenakshisharan @aprnh19 @namoArunima @Pankaj_NaMo @0mNam0 @pn906 @drrajinder1984 @AbhinandanKaul @Bobbyamit76 @mahendra3 @rajagopalan8 @naturaize @dauntingsh @SortedEagle @Sowmiya07939778 @mohana5121966 @anilp68 @Manishapangark1 @Stuti8220 @tmmenon @souindia @Wangchuk66 @InstantKarmaaa They are no doubt . I feel like slapping that half breed',b'KSMANN',1984
2020-06-02 18:08:20,"b'@j_amaren @OK_Bharatiya @Dev_Fadnavis @narendramodi And his contemporary bala sahebs influence limited to Mumbai n kokan...   Only BJP can produce a leader with pan Maharashtra influence,,   BJP has got the potential,, Sorry to say devendra fadnvis is not a leader with pan Maharashtra influence....'",b'RChapolikar',115
2020-06-02 18:08:19,b'@ShivaYadrami @narendramodi @AmitShah @JPNadda @blsanthosh I totally agree with you.corruption of last 70 years is root cause of poverty  Congress leaders are daily mocking BJP supporters  My friends daily mock at me asking the same questions',b'santheepnair',775
2020-06-02 18:08:09,b'@SaketGokhale @narendramodi government was formed to create a crisis not to manage one. Rest all arguments are mere deviation from the truth.  #RSSTerrorists #Kashmiris  #Indian_Muslims_in_Danger #shameonmodi #kashmir #BJP_terrorists #Modi #modiresign #bjp #rss #IslamophobiaInIndia #GodiMedia',b'SaudiChina10',213
2020-06-02 18:07:29,b'@sambitswaraj @narendramodi Congratulations to our Real Hero Modijee and BJP for this achievement.',b'RathiMahakud',14
2020-06-02 18:07:19,b'@sumit_viswas @Mp15Satya @BJP4India @JPNadda @BJP4Delhi @ManojTiwariMP @narendramodi @INCIndia Elections harney ke baadh BJP main aisa he hota hai. Kicked out.',b'stonedphantom43',23
2020-06-02 18:06:42,b'@TanavKansal @Human64299240 @narendramodi177 @narendramodi @realDonaldTrump Sun mulle.  BJP government ko 45% vote share mila hai 2019 ke election me. Source: https://t.co/ho8Yb8MpBq  Iska matlab ye nii hai 55% oppose kar rahe hai. There are many local parties which have no affiliation to either the government or Centre. Opposition vote % is just 20%.',b'cherioc2',0
2020-06-02 18:06:31,"b""@Naa_Cheese @AdityaRajKaul @narendramodi @DrSJaishankar Yes. He shud. That's why I had voted him . That's why I will vote bjp forever.  Also if some how Kalki avatar Modi ji curbs the missionaries menace I will ask my whole family to vote bjp.""",b'prayagyayati',204
2020-06-02 18:05:56,b'@nrajabpcl @KSMANN @nair_hena @swetamishraa @Anil_J_INDIA @Dr_MR_Satapathy @Anju1951Purohit @chitranayal09 @narendramodi @majorgauravarya @desertfox61I @SoniaGurnani19 @ParasKGhelani @shitul905 @LevinaNeythiri @savitha_rao @MajorPoonia @sangitaRchopra @Richa_Anand73 @ModiBrigade_Ind @dhaval8456 @lakshmianand96 @OnlineRajan__ @Hamara_Desh @Ramesh_BJP @GauravModified @NationalistIn14 @meenakshisharan @aprnh19 @namoArunima @Pankaj_NaMo @0mNam0 @pn906 @drrajinder1984 @AbhinandanKaul @Bobbyamit76 @mahendra3 @rajagopalan8 @naturaize @dauntingsh @SortedEagle @Sowmiya07939778 @mohana5121966 @anilp68 @Manishapangark1 @Stuti8220 @tmmenon @souindia @Wangchuk66 @InstantKarmaaa Rajdeep Sardesai has established his credentials as sympathizer of China &amp; Pakistan. His views are heavily biased in favor of these hostile neighbors which suggests his pay checks coming from Beijing and Islamabad!!',b'ArunDeshpande20',1583
2020-06-02 18:05:43,b'@timesofindia @narendramodi @Naveen_Odisha The survey is done with BJP working committee.',b'aksharit',16
2020-06-02 18:04:49,b'@timesofindia @narendramodi @Naveen_Odisha Be Honest. Even BJP men will not accept ur survey.',b'aksharit',16
2020-06-02 18:03:45,b'@Paridhi35394563 @DostKhan_Jammu @BJP4India @BJP4JnK @RavinderBJPJK @AshokKoul59 @narendramodi @AmitShah Yes ...Connived .  BJP n Muslims demanding reservations ...',b'chitrapadhi',14609
2020-06-02 18:01:46,"b""@siidadii @narendramodi @realDonaldTrump He won't\xf0\x9f\x98\x90\xf0\x9f\x98\x90 This BJP govt has destroyed economy as well as reputation of the country.""",b'Aman63917901',1
2020-06-02 18:00:16,b'@hollywoodcurry @narendramodi @vijai63 @overseas_bjp @DrSJaishankar @ashoswai Are you not looting anything?',b'india1847',115
2020-06-02 17:59:43,b'Four More Years! @realDonaldTrump @POTUS @narendramodi @PMOIndia @netanyahu @PMOIndia @WhiteHouse @TeamTrump @GOP @SenateGOP @HouseGOP @USAGov @usairforce @USArmy @USNavy @SecPompeo @EsperDoD @USAmbIndia @USAmbBangladesh #Republicans #BJP #TeamTrump #KAG https://t.co/wQeQin334S',b'71_rajib',219
2020-06-02 17:57:51,b'@nrajabpcl @KSMANN @nair_hena @ArunDeshpande20 @swetamishraa @Anil_J_INDIA @Dr_MR_Satapathy @Anju1951Purohit @chitranayal09 @narendramodi @majorgauravarya @desertfox61I @SoniaGurnani19 @ParasKGhelani @shitul905 @LevinaNeythiri @savitha_rao @MajorPoonia @sangitaRchopra @Richa_Anand73 @ModiBrigade_Ind @dhaval8456 @lakshmianand96 @OnlineRajan__ @Hamara_Desh @Ramesh_BJP @GauravModified @NationalistIn14 @meenakshisharan @aprnh19 @namoArunima @Pankaj_NaMo @0mNam0 @pn906 @drrajinder1984 @AbhinandanKaul @Bobbyamit76 @mahendra3 @rajagopalan8 @naturaize @dauntingsh @SortedEagle @Sowmiya07939778 @mohana5121966 @anilp68 @Manishapangark1 @Stuti8220 @tmmenon @souindia @Wangchuk66 Perfect answer by Mr. Whanchuk We are proud of you \xf0\x9f\x99\x8f',b'sunitpanna',1021
2020-06-02 17:53:10,"b""Karnataka's Health Minister B Sriramulu held a massive procession today  This is the man who is supposed to be leading the fight against COVID in the state. Where is social distancing?   @narendramodi One rule for citizens, another for BJP leaders? https://t.co/Vr8hYtgGWe""",b'kasim_raj',1470
2020-06-02 17:53:10,b'@nrajabpcl @nair_hena @ArunDeshpande20 @swetamishraa @Anil_J_INDIA @Dr_MR_Satapathy @Anju1951Purohit @chitranayal09 @narendramodi @majorgauravarya @desertfox61I @SoniaGurnani19 @ParasKGhelani @shitul905 @LevinaNeythiri @savitha_rao @MajorPoonia @sangitaRchopra @Richa_Anand73 @ModiBrigade_Ind @dhaval8456 @lakshmianand96 @OnlineRajan__ @Hamara_Desh @Ramesh_BJP @GauravModified @NationalistIn14 @meenakshisharan @aprnh19 @namoArunima @Pankaj_NaMo @0mNam0 @pn906 @drrajinder1984 @AbhinandanKaul @Bobbyamit76 @mahendra3 @rajagopalan8 @naturaize @dauntingsh @SortedEagle @Sowmiya07939778 @mohana5121966 @anilp68 @Manishapangark1 @Stuti8220 @tmmenon @souindia @Wangchuk66 @InstantKarmaaa Hahaha . Dont listen to this Chinese Joker',b'KSMANN',1984
2020-06-02 17:51:18,"b'@narendramodi @PMOIndia @AmitShah @smritiirani @Tejasvi_Surya @amitmalviya   Please listen to the people from your own party. Wake up. Stop China. BJP to Hindu hai, phir ye sab kyu?  #BJPFailsIndia #BJPTheRealAntiNational #BJPfails https://t.co/Jv3ZCZABhz'",b'Udig89',33
2020-06-02 17:51:06,b'He knows very well how to fight against wrong. He is a true Hindutav leader and a honest political leader.People very much admire and love him. Next Finance Minister Dr Subramanian Swamy can be a master stroke and sixcer by BJP. @JPNadda @PMOIndia @narendramodi @nitin_gadkari',b'JaiKumarHarwan1',11
2020-06-02 17:48:57,"b""@amitmalviya Your source Swarajyamag is agenda driven fake news distributor.  And yes, there were times during Congress' rule when Chinese infiltrated Indian territory but they were kicked out by Indian forces.  Why is BJP govt. and @narendramodi acting as such cowards and not facing Chinese?""",b'aranjan2012',51
2020-06-02 17:47:56,"b'@Asheesh90837007 @SumantP88410284 @ShivSha08592716 @iArmySupporter @narendramodi World knows all BJP supporters are bloodyfool, cheaters, abusive and characterless including your top leaders....'",b'rishisharma2410',25
2020-06-02 17:47:26,"b""Yes, this is the @BJP4India of @narendramodi @AmitShah @JPNadda @blsanthosh. This party has twitter handle for Gilgit -Baltisthan @BJ4GB, now in PoK. But bjp knows it's part of the UT of Ladakh. Now what's left out is the formal take over of PoK, Aksai Chin! Great,  @BJP4Ladakh https://t.co/5L0b5o7hby""",b'keveeyes',8326
2020-06-02 17:41:33,b'Today Hounoured to receive a Call from our Himachal Pradesh State Governor His Excellency Sri Bandaru Dattatreya Garu. @BJP4Telangana @bjym4hyderabad @BJYMinTS @Dattatreya @narendramodi @AmitShah @kishanreddybjp @bandisanjay_bjp @OfficeofPoonamM @PMOIndia https://t.co/LEAmFEQWEJ',b'Anand84684935',43
2020-06-02 17:41:04,b'@SwatiSharmaBJP @p_sahibsingh @KailashSankla @friendsofrss @RSSorg @v_shrivsatish @adeshguptabjp @AmitShah @ArunSinghbjp @tarunchughbjp @narendramodi @KapilMishra_IND @SomaliBhattach3 @INeetuDabas @akankshakaurbjp Congratulations!!',b'amitkaushik_BJP',63
2020-06-02 17:39:46,"b""@sambitswaraj @narendramodi Try to look beyond the headlines of Modi's popularity.  Notice that India's BEST performing CMs belong to OPPOSITION camp. While India's WORST performing CMs belong to BJP/NDA camp. The double engines are working, but in opposite direction!! https://t.co/17DswQMBuS""",b'myindianhope',3498
2020-06-02 17:39:17,b'@narendramodi Where there is BJP there is no peace  For peace BJP should die',b'khajaf',454
2020-06-02 17:38:03,"b""@MrsGandhi @narendramodi @RahulGandhi Try to look beyond the headlines of Modi's popularity.  Notice that India's BEST performing CMs belong to OPPOSITION camp. While India's WORST performing CMs belong to BJP/NDA camp. The double engines are working, but in opposite direction!! https://t.co/17DswQMBuS""",b'myindianhope',3498
2020-06-02 17:37:36,b'Requesting @BJP4India to launch Whatsapp number.  It will help BJP SUPPORTER as well as General Public.  One touch Auto Communication to send Requisite Information.   @narendramodi @AmitShah @amitmalviya @JPNadda @MODIfiedVikas @smritiirani @SureshNakhua @MODIfiedVikas',b'DevKuma43943937',347
2020-06-02 17:35:40,b'@vinsinners @BesuraTaansane @nsitharamanoffc @FinMinIndia @nsitharaman @narendramodi @DrSJaishankar @smritiirani They are the new CHAMPIONs or rather Champoos with a new name. The middle class has unfailingly supported the BJP with no real reward to speak of. This TDS is a one way to generate revenue to fund the financial stimulus.',b'RP19573603',81
2020-06-02 17:34:46,b'Felicitated by Shri @iGopalShetty (M.P - North Mumbai) &amp; Shri @Sunilrane_bjp (MLA - Borivali Constituency) for our constant efforts towards corona pandemic during lockdown period. #FeedTheNeedy @RSSorg @narendramodi @AmitShah @JPNadda  @Dev_Fadnavis @ChDadaPatil @MPLodha https://t.co/16ZhAMhbum',b'AdvMehulParekh',675
2020-06-02 17:33:59,"b'@RavinderKapur2 @BhavikaKapoor5 @narendramodi Yes absolutely, we are Tamil people not vote to BJP. So our diravidian party are helping us to survive . Please ban BJP and Modi is good actor only.'",b'vigneshp0510',26
2020-06-02 17:33:52,b'@JoyKarmaker75 @nrajabpcl @KSMANN @nair_hena @ArunDeshpande20 @swetamishraa @Anil_J_INDIA @Dr_MR_Satapathy @Anju1951Purohit @chitranayal09 @narendramodi @majorgauravarya @desertfox61I @SoniaGurnani19 @ParasKGhelani @shitul905 @LevinaNeythiri @savitha_rao @MajorPoonia @sangitaRchopra @Richa_Anand73 @ModiBrigade_Ind @dhaval8456 @lakshmianand96 @OnlineRajan__ @Hamara_Desh @Ramesh_BJP @GauravModified @NationalistIn14 @meenakshisharan @aprnh19 @namoArunima @Pankaj_NaMo @0mNam0 @pn906 @drrajinder1984 @AbhinandanKaul @Bobbyamit76 @mahendra3 @rajagopalan8 @naturaize @dauntingsh @SortedEagle @Sowmiya07939778 @mohana5121966 @anilp68 @Manishapangark1 @Stuti8220 @tmmenon @souindia Any browsing app?',b'Bharatwashi1',723
2020-06-02 17:33:15,"b'@BoratIndian @camanpour @ArtAcevedo @narendramodi @BJP4India @RSSorg @nytimes @CNN @ndtv @htTweets @the_hindu @suhasinih because of alliance BJP managed to get 37% , otherwise it would have got still lesser .  Stop giving contrived logic'",b'ProudSecular',552
2020-06-02 17:32:26,"b'@RavinderKapur2 @narendramodi Modi and his gang from the BJP and RSS are not up to the jobs. With a historically weak USA and rising aggressive China, the only thing he comes up with are bigot religious ideology, divisive words and empty promises. Sadly, many Indians buy into his message, even here in the UK.'",b'rimelius1',43
2020-06-02 17:31:39,"b'@rajdeep_aaks @pushpraj4bjp @VirendraSG1 @SonuSood @ThakurDNS @neelanshumlackt @Rishabsingh5043 He is out of control now,..?  Tabhi to @narendramodi  ji madat ke bajay aam adami ki madat karne wale real hero @SonuSood se. Karte hai, bechare shukla ji,,?  Vaise center me government BJP ki hi hai naa,,?'",b'iampsb_in',47
2020-06-02 17:31:00,b'@siddaramaiah @msswaminathan @narendramodi What a great knowledge you have wow .. but why you did not implement when you were CM ??? Congress means Bari Bogale ?? Or Politicians (including BJP) means Bari Bogale',b'ChindiParty',2
2020-06-02 17:28:56,b'@BoratIndian @camanpour @ArtAcevedo @narendramodi @BJP4India @RSSorg @nytimes @CNN @ndtv @htTweets @the_hindu @suhasinih dont you agree 67% voting against modi is worse than 50% opposition votes ?  Majority ..67% Indians rejected ideology of BJP/RSS/ modi',b'ProudSecular',552
2020-06-02 17:25:55,"b""@Telugu360 @narendramodi C-voter survey is nothing but fraud. It is BJP's ars***licker.""",b'Prasadkj1',698
2020-06-02 17:25:37,b'@Narendrmodi_BJP @narendramodi @realDonaldTrump Hello chaman please advise about pur economy.  Mera bharat mahan.  I love my india.',b'Pradeep57332453',1
2020-06-02 17:23:14,"b""@HardeepSPuri Did you know about her support to change of Nepal map which includes Indian territory ? It's became habit for BJP Ministers to give importance to the #NamakHaramis. https://t.co/OvlKkzYX7A @JPNadda @narendramodi @BJP4India @AmitShah @rammadhavbjp @governorswaraj https://t.co/uHFxvuoeVb""",b'ReddySRam',57
